Location,Activity,Budget Level,Interest Categories,Travelling with whom
Nuwara Eliya,St. Clair? Waterfall,high,"photography & arts, wellness & relaxation",family
Nuwara Eliya,St. Clair? Waterfall,medium,"photography & arts, wellness & relaxation, nature & wildlife",friends
Nuwara Eliya,St. Clair? Waterfall,high,"nature & wildlife, photography & arts, wellness & relaxation",family
Nuwara Eliya,St. Clair? Waterfall,high,"photography & arts, wellness & relaxation",friends
Nuwara Eliya,St. Clair? Waterfall,high,"photography & arts, wellness & relaxation",friends
Nuwara Eliya,St. Clair? Waterfall,low,"photography & arts, nature & wildlife, wellness & relaxation",partner
Nuwara Eliya,St. Clair? Waterfall,low,"wellness & relaxation, nature & wildlife",solo
Nuwara Eliya,Devon Falls,low,"photography & arts, wellness & relaxation",solo
Nuwara Eliya,Devon Falls,high,"photography & arts, nature & wildlife, wellness & relaxation",friends
Nuwara Eliya,Devon Falls,low,"wellness & relaxation, nature & wildlife, photography & arts",partner
Nuwara Eliya,Devon Falls,low,"photography & arts, wellness & relaxation",friends
Nuwara Eliya,Devon Falls,low,"wellness & relaxation, nature & wildlife",family
Nuwara Eliya,Devon Falls,medium,"wellness & relaxation, nature & wildlife",solo
Nuwara Eliya,Devon Falls,high,"photography & arts, wellness & relaxation, nature & wildlife",partner
Nuwara Eliya,Devon Falls,medium,"nature & wildlife, photography & arts, wellness & relaxation",solo
Nuwara Eliya,Devon Falls,medium,"photography & arts, nature & wildlife, wellness & relaxation",solo
Nuwara Eliya,Devon Falls,high,"photography & arts, wellness & relaxation, nature & wildlife",friends
Nuwara Eliya,Devon Falls,medium,"wellness & relaxation, nature & wildlife, photography & arts",solo
Nuwara Eliya,Devon Falls,high,"photography & arts, wellness & relaxation",partner
Nuwara Eliya,Devon Falls,low,"nature & wildlife, photography & arts",solo
Nuwara Eliya,Devon Falls,medium,"wellness & relaxation, photography & arts, nature & wildlife",solo
Nuwara Eliya,Devon Falls,high,"wellness & relaxation, nature & wildlife",partner
Nuwara Eliya,Baker? Fall,low,"adventure & sports, nature & wildlife, photography & arts",solo
Nuwara Eliya,Baker? Fall,medium,"adventure & sports, nature & wildlife",family
Nuwara Eliya,Baker? Fall,high,"adventure & sports, photography & arts",solo
Nuwara Eliya,Baker? Fall,medium,"nature & wildlife, adventure & sports, photography & arts",friends
Nuwara Eliya,Baker? Fall,high,"adventure & sports, nature & wildlife",solo
Nuwara Eliya,Baker? Fall,low,"photography & arts, adventure & sports, nature & wildlife",friends
Nuwara Eliya,Baker? Fall,low,"adventure & sports, nature & wildlife",partner
Nuwara Eliya,Baker? Fall,medium,"photography & arts, adventure & sports",family
Nuwara Eliya,Baker? Fall,low,"photography & arts, adventure & sports, nature & wildlife",partner
Nuwara Eliya,Baker? Fall,medium,"adventure & sports, nature & wildlife, photography & arts",partner
Nuwara Eliya,Baker? Fall,high,"photography & arts, adventure & sports",friends
Nuwara Eliya,Baker? Fall,low,"adventure & sports, nature & wildlife, photography & arts",solo
Nuwara Eliya,Baker? Fall,medium,"photography & arts, adventure & sports, nature & wildlife",friends
Nuwara Eliya,Baker? Fall,high,"photography & arts, nature & wildlife, adventure & sports",partner
Nuwara Eliya,Baker? Fall,high,"photography & arts, nature & wildlife",partner
Nuwara Eliya,Trekking,medium,"nature & wildlife, photography & arts, adventure & sports",family
Nuwara Eliya,Trekking,low,"adventure & sports, nature & wildlife, photography & arts",solo
Nuwara Eliya,Trekking,low,"adventure & sports, photography & arts",solo
Nuwara Eliya,Trekking,low,"nature & wildlife, photography & arts, adventure & sports",solo
Nuwara Eliya,Trekking,medium,"nature & wildlife, adventure & sports",solo
Nuwara Eliya,Trekking,medium,"adventure & sports, photography & arts",friends
Nuwara Eliya,Trekking,medium,"adventure & sports, photography & arts, nature & wildlife",solo
Nuwara Eliya,Trekking,medium,"photography & arts, adventure & sports",partner
Nuwara Eliya,Trekking,high,"photography & arts, nature & wildlife",friends
Nuwara Eliya,Trekking,medium,"nature & wildlife, adventure & sports",solo
Nuwara Eliya,Trekking,high,"photography & arts, nature & wildlife, adventure & sports",solo
Nuwara Eliya,Trekking,low,"photography & arts, adventure & sports",partner
Nuwara Eliya,Trekking,high,"photography & arts, nature & wildlife",partner
Nuwara Eliya,Trekking,low,"photography & arts, nature & wildlife",partner
Nuwara Eliya,Trekking,medium,"photography & arts, adventure & sports",solo
Nuwara Eliya,Cycling,low,"wellness & relaxation, nature & wildlife",friends
Nuwara Eliya,Cycling,medium,"adventure & sports, nature & wildlife, wellness & relaxation",solo
Nuwara Eliya,Cycling,low,"nature & wildlife, wellness & relaxation, adventure & sports",family
Nuwara Eliya,Cycling,high,"nature & wildlife, wellness & relaxation",partner
Nuwara Eliya,Cycling,high,"adventure & sports, nature & wildlife, wellness & relaxation",partner
Nuwara Eliya,Cycling,low,"nature & wildlife, adventure & sports",family
Nuwara Eliya,Cycling,high,"nature & wildlife, adventure & sports, wellness & relaxation",partner
Nuwara Eliya,Cycling,high,"wellness & relaxation, adventure & sports, nature & wildlife",partner
Nuwara Eliya,Cycling,high,"adventure & sports, nature & wildlife, wellness & relaxation",partner
Nuwara Eliya,Cycling,high,"nature & wildlife, wellness & relaxation, adventure & sports",solo
Nuwara Eliya,Cycling,high,"wellness & relaxation, adventure & sports, nature & wildlife",solo
Nuwara Eliya,Cycling,medium,"adventure & sports, wellness & relaxation",partner
Nuwara Eliya,Cycling,high,"wellness & relaxation, nature & wildlife",partner
Nuwara Eliya,Cycling,medium,"nature & wildlife, wellness & relaxation, adventure & sports",friends
Nuwara Eliya,Cycling,high,"nature & wildlife, adventure & sports",solo
Nuwara Eliya,Galway's Land National Park,low,"nature & wildlife, education & learning",friends
Nuwara Eliya,Galway's Land National Park,high,"nature & wildlife, photography & arts",friends
Nuwara Eliya,Galway's Land National Park,low,"photography & arts, nature & wildlife, education & learning",solo
Nuwara Eliya,Galway's Land National Park,high,"photography & arts, education & learning, nature & wildlife",solo
Nuwara Eliya,Galway's Land National Park,high,"photography & arts, nature & wildlife",partner
Nuwara Eliya,Galway's Land National Park,low,"photography & arts, education & learning, nature & wildlife",solo
Nuwara Eliya,Galway's Land National Park,high,"nature & wildlife, photography & arts, education & learning",solo
Nuwara Eliya,Galway's Land National Park,low,"nature & wildlife, photography & arts, education & learning",friends
Nuwara Eliya,Galway's Land National Park,medium,"nature & wildlife, education & learning, photography & arts",partner
Nuwara Eliya,Galway's Land National Park,low,"education & learning, photography & arts, nature & wildlife",friends
Nuwara Eliya,Galway's Land National Park,medium,"nature & wildlife, education & learning",partner
Nuwara Eliya,Galway's Land National Park,low,"nature & wildlife, photography & arts",partner
Nuwara Eliya,Galway's Land National Park,medium,"nature & wildlife, photography & arts",friends
Nuwara Eliya,Galway's Land National Park,low,"photography & arts, education & learning",partner
Nuwara Eliya,Galway's Land National Park,high,"photography & arts, education & learning",friends
Nuwara Eliya,Lover? Leap Waterfall,high,"photography & arts, nature & wildlife, adventure & sports",partner
Nuwara Eliya,Lover? Leap Waterfall,medium,"photography & arts, nature & wildlife, adventure & sports",solo
Nuwara Eliya,Lover? Leap Waterfall,medium,"adventure & sports, nature & wildlife, photography & arts",friends
Nuwara Eliya,Lover? Leap Waterfall,medium,"adventure & sports, photography & arts, nature & wildlife",family
Nuwara Eliya,Lover? Leap Waterfall,medium,"nature & wildlife, photography & arts",solo
Nuwara Eliya,Lover? Leap Waterfall,low,"nature & wildlife, adventure & sports",solo
Nuwara Eliya,Lover? Leap Waterfall,medium,"nature & wildlife, photography & arts, adventure & sports",friends
Nuwara Eliya,Lover? Leap Waterfall,high,"nature & wildlife, photography & arts",solo
Nuwara Eliya,Lover? Leap Waterfall,high,"photography & arts, adventure & sports",solo
Nuwara Eliya,Lover? Leap Waterfall,medium,"photography & arts, nature & wildlife",solo
Nuwara Eliya,Lover? Leap Waterfall,medium,"photography & arts, adventure & sports, nature & wildlife",solo
Nuwara Eliya,Lover? Leap Waterfall,medium,"photography & arts, adventure & sports, nature & wildlife",solo
Nuwara Eliya,Lover? Leap Waterfall,low,"nature & wildlife, adventure & sports",friends
Nuwara Eliya,Lover? Leap Waterfall,high,"adventure & sports, photography & arts, nature & wildlife",family
Nuwara Eliya,Lover? Leap Waterfall,low,"nature & wildlife, photography & arts",friends
Nuwara Eliya,Pedro Tea Estate,low,"education & learning, food & cuisine, culture & heritage",partner
Nuwara Eliya,Pedro Tea Estate,medium,"education & learning, culture & heritage",friends
Nuwara Eliya,Pedro Tea Estate,medium,"culture & heritage, food & cuisine",friends
Nuwara Eliya,Pedro Tea Estate,medium,"education & learning, food & cuisine",family
Nuwara Eliya,Pedro Tea Estate,low,"culture & heritage, education & learning",partner
Nuwara Eliya,Pedro Tea Estate,low,"food & cuisine, education & learning",friends
Nuwara Eliya,Pedro Tea Estate,low,"food & cuisine, education & learning, culture & heritage",solo
Nuwara Eliya,Pedro Tea Estate,high,"education & learning, culture & heritage, food & cuisine",family
Nuwara Eliya,Pedro Tea Estate,medium,"culture & heritage, education & learning, food & cuisine",partner
Nuwara Eliya,Pedro Tea Estate,medium,"education & learning, food & cuisine, culture & heritage",friends
Nuwara Eliya,Pedro Tea Estate,high,"food & cuisine, culture & heritage",solo
Nuwara Eliya,Pedro Tea Estate,high,"education & learning, food & cuisine, culture & heritage",partner
Nuwara Eliya,Pedro Tea Estate,low,"food & cuisine, culture & heritage, education & learning",partner
Nuwara Eliya,Pedro Tea Estate,medium,"education & learning, culture & heritage, food & cuisine",family
Nuwara Eliya,Pedro Tea Estate,medium,"education & learning, culture & heritage, food & cuisine",partner
Nuwara Eliya,Train ride to Ella,medium,"photography & arts, culture & heritage, wellness & relaxation",partner
Nuwara Eliya,Train ride to Ella,medium,"photography & arts, culture & heritage, wellness & relaxation",partner
Nuwara Eliya,Train ride to Ella,low,"wellness & relaxation, photography & arts, culture & heritage",friends
Nuwara Eliya,Train ride to Ella,low,"photography & arts, wellness & relaxation, culture & heritage",partner
Nuwara Eliya,Train ride to Ella,medium,"photography & arts, culture & heritage",family
Nuwara Eliya,Train ride to Ella,low,"wellness & relaxation, photography & arts",friends
Nuwara Eliya,Train ride to Ella,high,"wellness & relaxation, culture & heritage",friends
Nuwara Eliya,Train ride to Ella,high,"wellness & relaxation, photography & arts, culture & heritage",family
Nuwara Eliya,Train ride to Ella,high,"photography & arts, wellness & relaxation",solo
Nuwara Eliya,Train ride to Ella,medium,"culture & heritage, photography & arts",solo
Nuwara Eliya,Train ride to Ella,high,"photography & arts, wellness & relaxation",family
Nuwara Eliya,Train ride to Ella,medium,"photography & arts, wellness & relaxation",friends
Nuwara Eliya,Train ride to Ella,low,"wellness & relaxation, culture & heritage",solo
Nuwara Eliya,Train ride to Ella,high,"wellness & relaxation, culture & heritage",friends
Nuwara Eliya,Train ride to Ella,low,"culture & heritage, photography & arts, wellness & relaxation",solo
Nuwara Eliya,Day excursion to Ella,high,"culture & heritage, adventure & sports, photography & arts",friends
Nuwara Eliya,Day excursion to Ella,high,"adventure & sports, photography & arts",partner
Nuwara Eliya,Day excursion to Ella,high,"adventure & sports, photography & arts",solo
Nuwara Eliya,Day excursion to Ella,high,"adventure & sports, culture & heritage, photography & arts",partner
Nuwara Eliya,Day excursion to Ella,low,"adventure & sports, photography & arts, culture & heritage",family
Nuwara Eliya,Day excursion to Ella,low,"culture & heritage, photography & arts, adventure & sports",friends
Nuwara Eliya,Day excursion to Ella,high,"photography & arts, adventure & sports",family
Nuwara Eliya,Day excursion to Ella,high,"photography & arts, adventure & sports",family
Nuwara Eliya,Day excursion to Ella,low,"photography & arts, adventure & sports, culture & heritage",friends
